ID,Type,SKU,Name
14248,simple,ETO 354R,"ELite ETO-354R Toaster Oven – 38 Liter, 1500W, Adjustable Thermostat & Timer"
14253,simple,ETO 453R,"ELite ETO-453R Oven Toaster - 45 Liter, 1800W, Timer & Adjustable Thermostat"
14256,simple,ETO-653R,"ELite ETO-653R Oven Toaster – 65L, 2200W, Thermostat Control, 120-Min Timer"
14259,simple,SS19,"ELite Garment Steamer SS19 — 1750W, 3L Tank, Adjustable Rod, Powerful Wrinkle Removal"
14264,simple,EGS-400,ELite EGS-400 Garment Steamer — Powerful Wrinkle Remover
14267,simple,EGS-300,ELITE Handheld Garment Steamer – EGS-300
14271,simple,EEM-010,ELite EEM-010 Espresso Coffee Machine – 850W | 15-Bar Pump
14344,simple,EEM-020,"ELite EEM-020 Fully Automatic Espresso Machine — Cappuccino, Latte Maker"
14347,simple,EPF-16-A,ELite Pedestal Fan EPF-16A – 16-Inch Powerful Cooling Fan with Remote & Timer
14354,simple,EPF-18,"ELite EPF-18 Pedestal Fan — 18-Inch, 5 Blades, Remote Control, Powerful Home & Office Cooling"
14358,simple,EAC-70,Elite EAC-70 – Evaporative Air Cooler – 70L Tank – Remote & Touch Control
14364,simple,EAC-30,"ELite Evaporative Air Cooler EAC-30 — 28L Tank, Remote Control"
14367,simple,EAC-50,"ELite EAC-50 Evaporative Air Cooler — 12L Tank, Honeycomb Cooling, Remote Control"
14371,simple,EAC 99A,"ELite EAC-99A – Evaporative Air Cooler | Powerful Cooling, Large Tank, Low Power Consumption"
14378,simple,EIK-35S,ELite EIK-35S Insect Killer | Indoor UV-A Mosquito & Flying Insect Trap
14385,simple,EIK-40,ELite EIK-40 Insect Killer 41W | Indoor UV-A Mosquito & Flying Insect Trap
14391,simple,EHH-12,ELite Halogen Heater EHH-12 | Energy Efficient Portable Heater for Home & Office
14394,simple,TB-500,"ELite Deerma Spray Mop TB-500 – 350L Water Tank, 360° Rotating Floor Cleaning Mop"
14408,simple,DEM-CS50M,ELite Deerma DEM-CS50M Mini Portable Dehumidifier — Home Air Dryer & Humidity Absorber
14418,simple,DX-700,ELite Deerma DX-700 Vacuum Cleaner — Powerful Lightweight 2-in-1 Handheld & Stick Vacuum
14426,simple,DX-700S,ELite Deerma DX700S 2-in-1 Vertical Handheld Vacuum Cleaner – Powerful Lightweight Corded Vacuum
14434,simple,DEMSH30W,"ELite Deerma Electric Kettle DEM-SH30W – 1.7L, 2200W, Glass Body, Auto Safety Protection"
14438,simple,DEM-HS007,ELite Deerma DEM-HS007 Foldable Garment Steamer — Portable Travel Wrinkle Remover
14444,simple,F-600,"ELite Deerma Ultrasonic Humidifier F-600 – 5L Cool Mist, 360° Rotatable Nozzle"
14452,simple,ESH- L13,"ELite Sun Heater ESH-L13 – Portable 2-Heat Setting, 1000W Energy-Saving"
14459,simple,ESH-L08,ELite Sun Heater ESH-L08 – 1000W Halogen Heater with Oscillation & Safety Features
14465,simple,EAP-911,"ELite Digital 3-in-1 Air Purifier EAP-911 – HEPA, Charcoal & UV-C Filter, 22 Inch Tower, Black"
14473,simple,EAP-922,"ELite Digital Smart 3-in-1 Air Purifier EAP-922 – White, HEPA, Pet Dander & Dust Mite Filter"
14478,simple,EAP-606,"ELite Aroma Air Purifier EAP-606 – Botanical Extracts, Bacteria & Virus Removal, 80m² Coverage"
14548,simple,DW-6580,Dawlance DW-6580 WFL Twin Tub Washing Machine-8KG | Energy Efficient | Deep Waterfall Wash
14552,simple,DW 6100-C,Dawlance DW 6100-C Single Washing Machine-8KG | Durable Plastic Drum | Energy Efficient
14560,simple,DWF 8200-X-NV,Dawlance DWF 8200 X INV Front Load Washing Machine-8KG | Steam Care | A+++ Energy Rating
14567,simple,DWT-9560,Dawlance DWT-9560 Top Load Washing Machine-8.5 KG | EZ Wash | Air Dry | Hygienic Cleaning
14576,simple,DWT-9540,Dawlance DWT-9540 Top Load Washing Machine-8.5 KG | Eco Wash | Triple Waterfall
14585,simple,DWT-9060-EZ,Dawlance DWT-9060 EZ-Fully Automatic Washing Machine | 9 KG | Triple Waterfall | Diamond Drum
14600,simple,DWT-14470-ES,Dawlance DWT-14470 ES—12KG Top Load Automatic Washing Machine | Triple Waterfall | Energy Saving
14611,simple,DWT-14711-FLT,Dawlance DWT-14711 FLT—12KG Top Load Automatic Washing Machine | Touch Panel | EZ Wash
14621,simple,DWT-1471-FLP,Dawlance DWT-1471 FLP—12KG Top Load Automatic Washing Machine | Powerful | Durable | Energy Efficient
14632,simple,DWT-1470-PL,Dawlance 14KG Top Load DW-1470PL Fully Automatic Washing Machine
14647,simple,DWT-1166-X-ADS+,Dawlance DWT-1166 X ADS+—9KG Top Load Automatic Washing Machine | Auto Dose Series | Energy Saving
14661,simple,1775-PL,Dawlance 1775 PL—17KG Fully Automatic Top Load Washing Machine | E-Care Series | Energy Saving
14671,simple,DWT-11671-FLT,Dawlance DWT-11671 FLT—11KG Top Load Automatic Washing Machine | Hand Care Technology | EZ Wash
14762,simple,DWT-11467-ES,Dawlance DWT-11467 ES—10KG Top Load Fully Automatic Washing Machine | Triple Waterfall | EZ Wash
14775,simple,DWT-1167-FLP,Dawlance DWT-1167 FLP—10KG Top Load Automatic Washing Machine | EZ Wash | Energy Saving
14786,simple,DWT-1165-PL,Dawlance 11Kg Top Load DW-1165PL Fully Automatic Washing Machine
14795,simple,DS-6010,Dawlance DS-6010—6KG Spinner Dryer | Blue Transparent Lid | Efficient & Quick Drying
14807,simple,DW-9200-WFL,Dawlance DW-9200 WFL—Extra Large Single Tub Washer | Powerful Washing | Built-in Buzzer
14817,simple,DW-9200-CFL,Dawlance DW-9200 CFL—Extra Large Single Tub Washer | 40–50 Clothes Capacity | Powerful & Reliable
14827,simple,DW-8550-CB-FL,Dawlance DW-8550 CB FL—7.5KG Twin Tub Washing Machine
14836,simple,DW-10600,Dawlance DW-10600—10KG Twin Tub Washing Machine | Deep Waterfall Wash | Powerful & Durable
14841,simple,DW-6100-W,Dawlance DW-6100 W - 6KG Single Tub Washing Machine | Deep Waterfall Wash | Energy Efficient
14849,simple,DWT-270-C-LVS+,Dawlance 12KG Top Load DWT-270 C LVS+ Automatic Washing Machine
14876,simple,DWT-260-C-LVS+,Dawlance DWT-260 C LVS+—9KG Top Load Automatic Washing Machine | Low Voltage Series | Triple Waterfall
14881,simple,DW-6550-G,Dawlance 8KG Twin Tub DW-6550-G Glass Lid Washing Machine
14892,simple,DW-6550-C,Dawlance DW-6550 C—8KG Twin Tub Washing Machine | Glass Lid | Deep Waterfall Wash
14898,simple,DS-9000,Dawlance DS-9000—12KG Single Tub Spinner Dryer | Stainless Steel Drum | Fast & Efficient Drying
14905,simple,DW-10500,Dawlance DW-10500—10–12KG Twin Tub Washing Machine | Deep Waterfall Wash | Wash & Spin
14908,simple,DW-7500,Dawlance DW-7500 TWIN TUB GLASS LID BLACK/GREY Washing Machine
14914,simple,DS-6000,Dawlance DS-6000—5KG Single Tub Spin Dryer | Quick & Efficient Drying
14920,simple,DW-9100-G,Dawlance 12KG DW-9100-G Single Tub Glass Door Washing Machine
14926,simple,HS150-B1978S9,Haier HS150-B1978S9—15KG Automatic Top Load Washing Machine | Touch Display | Quick Wash & Child Lock
14936,simple,HW-90-BP14959S8,Haier HW-90-BP14959S8 Automatic Washing Machine—9KG | BLDC Motor | Steam & Hygiene Care
15343,simple,EW-F9502-DC,EcoStar 9.5KG Fully Automatic Washing Machine EW-F9502 DC | Soft Press Technology | LED Display | 12 Programs | Energy Efficient Washer
15461,simple,HTW-100-196E,Haier 10kg Twin Tub HTW100-196E Semi Automatic Washing Machine
15464,simple,HWM-100-1217,Haier 10kg Twin Tub HWM 100-1217 Semi Automatic Washing Machine
15468,simple,HWM-120AS,Haier 12kg Twin Tub HWM 120AS Semi Automatic Washing Machine
15474,simple,HTW-80-186,Haier 8kg Twin Tub HTW 80-186 Semi Automatic Washing Machine
15484,simple,HTW-110-186,Haier 10kg Twin Tub HTW 110-186 Semi Automatic Washing Machine
15492,simple,HTW-100-1169,Haier HTW 100-1169 10kg Twin Tub Semi Automatic Washing Machine
15506,simple,HSU-12-CF,Haier 1 Ton HSU-12CF Non-Inverter Cool Only Split Air Conditioner
15513,simple,HSU-18-CFT,Haier 1.5 ton HSU-18-CFT Non-Inverter Cool Only Split Air Conditioner
15515,simple,HSU-24-CF,Haier 2 Ton HSU-24-CF Non-Inverter Air Conditioner
15518,simple,HSU-13-LF,Haier 1 Ton HSU-13-LF Flexis Inverter Air Conditioner
15527,simple,HSU-19-LF,Haier 1.5 Ton HSU-19-LF Flexis Inverter Air Conditioner
15529,simple,19-RFP,Haier 1.5 ton 19-RFP Wifi Split Inverter Heat & Cool  Air Conditioner
15532,simple,HSU-13-HFCS,Haier 1 Ton HSU-13HFCS Triple Inverter Heat & Cool Split Air Conditioner
15545,simple,HSU-13HFAB/W/G-T3,Haier 1 Ton HSU-13HFAB/W/G-T3 PRO DC Inverter Heat & Cool Air Conditioner
15598,simple,HSU-14HFTEX-OW,HAIER 1.25 TON HSU-14HFTEX-OW T3 PLUS INVERTER AIR CONDITIONER
15606,simple,HSU-18-HFT(W),Haier 1.5 Ton HSU-18-HFT(W) T3 Inverter Air Conditioner
15609,simple,HSU-20-HFTEX(W),Haier 1.5 Ton HSU-20-HFTEX(W) T3 Inverter Air Conditioner
15611,simple,HSU-13HFP/G/S,HAIER 1 TON HSU-13HFP/G/S PEARL PRO INVERTER AIR CONDITIONER
15614,simple,HSU-18-HFP,Haier 1.5 Ton HSU-18-HFP Pearl Inverter Air Conditioner
15617,simple,HSU-24HFCD,Haier 2 Ton HSU-24HFCD Split Inverter Air Conditioner
15628,simple,DW-MD10,Dawlance 20 Litre DW-MD10 Fast Heating Microwave Oven
15643,simple,32S51K,"TCL 32S51K 32"" QLED Smart TV (2026) – Full HD Android LED TV with Netflix & YouTube"
15649,simple,40S51K,"TCL 40S51K 40"" QLED Smart TV (2026) – Full HD Android LED TV with Netflix & YouTube"
15652,simple,43S51K,"TCL 43S51K 43"" QLED Smart TV (2026) – Full HD Android LED TV with Netflix & YouTube"
15655,simple,91998-Signature-Inverter,Dawlance 385Ltr 91998 Signature Inverter Glass Door Champagne Twin Door Deep Freezer
15659,simple,91997-Signature,Dawlance 91997 Signature Inverter Twin Door Deep Freezer– White
15662,simple,CF-91997-Signature-LVS,Dawlance 15 Cubic Feet CF-91997 Signature LVS Double Door Inverter Deep Freezer- Champagne
15668,simple,GS-12CM11,Gree 1 Ton Charmo Series GS-12CM11 Split Air Conditioner
15675,simple,50S51K,TCL 50S51K 50″ QLED Smart TV (2026) – Full HD Android LED TV with Netflix & YouTube
15679,simple,GS-18CM11,Gree 1.5 Ton Charmo Series GS-18CM11 Split Air Conditioner
15682,simple,GS-24CM11,Gree 2 Ton Charmo Series GS-24CM11 Split Air Conditioner
15683,simple,32S59K,TCL 32 Inch QLED Smart TV 32S59K (2026) Full HD Google TV
15686,simple,40s59k,TCL 40 Inch QLED Smart TV 40S59K (2026) Full HD Google TV
15689,simple,GS-12PIT10W,Gree 1 Ton Pular Series  GS-12PIT10W Cool Only Air Conditioner
15694,simple,43s59k,TCL 43 Inch QLED Smart TV 43S59K (2026) Full HD Google TV
15702,simple,GS-12PITH11W,GREE 1 TON PULAR SERIES GS-12PITH11W INVERTER HEAT & COOL SPLIT AIR CONDITIONER
15704,simple,50S59K,TCL 50 Inch QLED Smart TV 50S59K (2026) Full HD Google TV
15706,simple,GS-12PITH11S,GREE 1 TON PULAR SERIES GS-12PITH11S INVERTER SPLIT AIR CONDITIONER
15709,simple,55p6k,TCL 55 Inch 55P6K 4K UHD Smart Google LED TV
15733,simple,GS-12PITH14S,Gree 1 Ton Pular Series GS-12PITH14S Heat & Cool Inverter Split Air Conditioner (Turbo)
15735,simple,65p6k,TCL 65 Inch 65P6K 4K UHD Smart Google LED TV
15740,simple,GS-12PITH15W,Gree 1 Ton Pular T3 Series GS-12PITH15W DC Inverter Split Air Conditioner
15741,simple,50C6KS,TCL 50 Inch 50C6KS Premium 4K QD-Mini LED Smart TV
15759,simple,GS-12PITH15G,Gree 1 Ton Pular T3 Series GS-12PITH15G DC Inverter Split Air Conditioner
15775,simple,GS-12AITH21W,GREE 1 TON AIRY PLUS GS-12AITH21W-T3 DC INVERTER HEAT & COOL SPLIT AIR CONDITIONER
15783,simple,55C6KS,"TCL 55 Inch QD-Mini LED 4K Smart Google TV 55C6KS (Dolby Vision, Dolby Atmos, 2025 Premium)"
15784,simple,GS-12AITH21B,GREE 1 TON AIRY PLUS GS-12AITH21B-T3 DC INVERTER AIR CONDITIONER
15789,simple,GS-12AITH23W,Gree 1 Ton Airy GS-12AITH23W-T3 Inverter Split Air Conditioner
15806,simple,GS-12ZITH1W,GREE 1 TON ZENO GS-12ZITH1W T3 INVERTER SPLIT AIR CONDITIONER
15819,simple,GS-12ZITH2W,GREE 1 TON ZENO GS-12ZITH2W T3 INVERTER SPLIT AIR CONDITIONER
15830,simple,GS-18PITH10W,Gree 1.5 Ton GS-18PITH10W DC Inverter Only Cool Air Conditioner
15835,simple,GS-18PITH11W,Gree 1.5 Ton Pular Series GS-18PITH11W Inverter Heat and Cool Split Air Conditioner
15841,simple,GS-18PITH11G,Gree 1.5 Ton Pular Series GS-18PITH11G Inverter Heat and Cool Split Air Conditioner
15846,simple,GS-18PITH15W-T3,Gree 1.5 Ton Pular Series GS-18PITH15W-T3 WiFi Enabled Inverter Heat and Cool Split Air Conditioner
15853,simple,GS-18PITH15G,Gree 1.5 Ton Pular Series GS-18PITH15G-T3 WiFi Enabled Inverter Heat and Cool Split Air Conditioner
15858,simple,GS-18ZITH1W,Gree 1.5 Ton Zeno Series GS-18ZITH1W-T3 WiFi Enabled Inverter Heat and Cool Split Air Conditioner
15868,simple,GS-18ZITH2W,Gree 1.5 Ton Zeno Series GS-18ZITH2W-T3 WiFi Enabled Inverter Heat and Cool Split Air Conditioner
15881,simple,GS-24PIT10W,Gree 2 Ton Pular Series GS-24PIT10W Cool Only Air Conditioner
15888,simple,GS-24PITH11W,Gree 2 Ton Pular Series GS-24PITH11W Inverter Heat And Cool Split Air Conditioner
15894,simple,GS-24PITH11G,Gree 2 Ton Pular Series GS-24PITH11G Inverter Heat And Cool Split Air Conditioner
15899,simple,GS-24PITH15/16/17/18G,Gree 2 Ton Pular Series GS-24PITH15/16/17/18G-T3 Inverter Heat And Cool Split Air Conditioner
15905,simple,GS-24ZITH1/2,Gree 2 Ton Zeno Series GS-24ZITH1/2–T3 Inverter Heat And Cool Split Air Conditioner-White
15916,simple,GS-26AITH23W,Gree 2.25 Ton Airy Series GS-26AITH23W-T3 Inverter Split Air Conditioner
15922,simple,GF-24TFIH-T3,Gree 2 Ton T Fresh GF-24TFIH-T3 Inverter Floor Standing Air Conditioner
15929,simple,GF-24ISH,GREE 2 TON GF-24ISH DC INVERTER FLOOR STANDING AIR CONDITIONER
15938,simple,GF-24VTIH-T3,GREE 2 TON VALUE TIME SERIES GF-24VTIH-T3 INVERTER FLOOR STANDING AIR CONDITIONER
15943,simple,GF-36TFIH,GREE 3 TON GF-36TFIH-T3 INVERTER FLOOR STANDING AIR CONDITIONER
15949,simple,GF-48TF,GREE 4 TON T-FRESH SERIES GF-48TF FLOOR STANDING AIR CONDITIONER
15952,simple,GF-48TFIH,GREE 4 TON T-FRESH SERIES GF-48TFIH INVERTER FLOOR STANDING AIR CONDITIONER
15970,simple,ES-12DU01WG,EcoStar 1 Ton Duke Series ES-12DU01WG Inverter Heat & Cool Split Air Conditioner
15976,simple,ES-12DU01GC,EcoStar 1 Ton Duke Series ES-12DU01GC Inverter Heat & Cool Split Air Conditioner
15986,simple,ES-10EMC1WS,EcoStar 0.75 Ton Emperor Series ES-10EMC1WS Inverter Cool Only Split Air Conditioner
15994,simple,ES-12EM01WS,EcoStar 1 Ton Emperor Series ES-12EM01WS Inverter Heat & Cool Split Air Conditioner
16000,simple,ES-12EMC1WS,EcoStar 1 Ton Emperor Series ES-12EMC1WS Cool Only Split Air Conditioner
16002,simple,ES-12AR01W-T3,EcoStar 1 Ton Ario Series ES-12AR01W-T3 Inverter Split Air Conditioner
16005,simple,ES-12NV01WT3,EcoStar 1 Ton Novo Series ES-12NV01WT3 Inverter Split Air Conditioner
16010,simple,ES-12PR02WT3,EcoStar 1 Ton Prince Series ES-12PR02WT3 Inverter Heat & Cool Split Air Conditioner
16016,simple,ES-18DU01,Ecostar 1.5 Ton Duke Series ES-18DU01 Inverter Heat & Cool Split Air Conditioner
16018,simple,ES-18DU01GC,Ecostar 1.5 Ton Duke Series ES-18DU01GC Inverter Heat & Cool Split Air Conditioner
16028,simple,ES-18EM01WS,EcoStar 1.5 Ton Emperor Series ES-18EM01WS Inverter Heat & Cool Split Air Conditioner
16030,simple,ES-18EMC1WS,EcoStar 1.5 Ton Emperor Series ES-18EMC1WS Cool Only Split Air Conditioner
16032,simple,ES-18AR01WT3,EcoStar 1.5 Ton Ario Series ES-18AR01WT3 Inverter Split Air Conditioner
16034,simple,ES-18NV01WT3,EcoStar 1.5 Ton Novo Series ES-18NV01WT3 Inverter Heat & Cool Split Air Conditioner
16042,simple,ES-18AR02WT3,EcoStar 1.5 Ton Ario MAX Series ES-18AR02WT3 Inverter Heat & Cool Split Air Conditioner
16045,simple,ES-18NV02WT3,Ecostar 1.5 Ton Novo MAX Series ES-18NV02WT3 Inverter Heat & Cool Split Air Conditioner
16050,simple,ES-18PR02WT3,EcoStar 1.5 Ton Prince Series ES-18PR02WT3 Inverter Heat & Cool Split Air Conditioner
16056,simple,ES-24DU01WG,EcoStar 2 Ton Duke Series ES-24DU01WG Inverter Heat & Cool Split Air Conditioner
16059,simple,ES-24DU01GC,EcoStar 2 Ton Duke Series ES-24DU01GC Inverter Heat & Cool Split Air Conditioner
16061,simple,ES-24EM01WS,EcoStar 2 Ton Emperor Series ES-24EM01WS Inverter Heat & Cool Split Air Conditioner
16064,simple,ES-24AR01WT3,EcoStar 2 Ton Ario Series ES-24AR01WT3 Inverter Split Air Conditioner
16067,simple,ES-24NV01WT3,Ecostar 2 Ton Novo Series ES-24NV01WT3 Inverter Heat & Cool Split Air Conditioner
17948,simple,T3-Tropical-Pro,Midea 1 Ton Eco Series T3 Tropical Pro inverter Heat and Cool Air Conditioner
17950,simple,1.5-Ton-T3-Tropical-Pro,Midea 1.5 Ton Eco Series T3 Tropical Pro Heat and Cool Air Conditioner
17953,simple,Frost-Pro-X-15,Dawlance 1 Ton Frost Pro X 15 DC Inverter Cool Only Split Air Conditioner
17959,simple,HSU-19LF-SUPREME,Haier 1.5-Ton HSU-19LF-SUPREME(W) DC Inverter Air Conditioner
17968,simple,HSU-13LF-SUPREME,Haier 1-Ton HSU-13LF-SUPREME(W) DC Inverter Air Conditioner
18965,simple,Powercon-x-15-ac,Dawlance 1 Ton Powercon X 15 T3 DC Inverter Heat & Cool Split Air Conditioner
18973,simple,Sprinter-X-Inverter,Dawlance 1 Ton Sprinter X 15 T3 DC Inverter Heat & Cool Split Air Conditioner
18980,simple,POWERCON-X-30-T3,Dawlance 1.5 Ton Powercon X 30 T3 DC Inverter Heat & Cool Split Air Conditioner
18994,simple,LUNAR-12G,Orient 1 Ton LUNAR-12G eComfort Grace Black DC Inverter Air Conditioner
18997,simple,LUNAR-18G,Orient 1.5 Ton LUNAR-18G eComfort Grace Black DC Inverter Air Conditioner
19000,simple,LUNAR-24G,Orient 2 Ton LUNAR-24G eComfort Grace Black DC Inverter Air Conditioner
19006,simple,Mega-12G,Orient 1 Ton Mega-12G DC T3 Inverter Heat & Cool Air Conditioner
19009,simple,Mega-18G,Orient 1.5 Ton Ulron Series eComfort Mega-18G DC T3 Inverter Heat & Cool Air Conditione
19013,simple,AK-24G,Orient 2 Ton AK-24G Floor Standing Inverter Air Conditioner
19016,simple,FB-18X-AUX,ORIENT 1.5 TON FB-18X AUX INVERTER IMPRINT WHITE AIR CONDITIONER
19019,simple,MSAFB-12CRN1-R410,Midea 1 Ton MSAFB-12CRN1-R410 Split Non Inverter Air Conditioner
19024,simple,MSAFC-18RN1-R410,Midea 1.5 Ton MSAFC-18RN1-R410 Split Non Inverter Air Conditioner
19030,simple,MSAFD-24RN1,Midea 2 Ton MSAFD-24RN1 Split Non Inverter Air Conditioner
19045,simple,91998 LVS,Dawlance 91998 LVS Convertible Twin Door Deep Freezer
19050,simple,CF-91997-LVS,Dawlance CONVERTIBLE CF-91997 LVS 4-in-1 Twin Door Deep Freezer
19059,simple,91998-Signature-LVS,Dawlance 91998 Signature LVS White Twin Door Deep Freezer
19062,simple,500-DD,Dawlance 500 DD Twin Door Deep Freezer
19065,simple,DF-400-SD,Dawlance DF-400 SD Inverter Single Door Deep Freezer
19072,simple,DF- 400,Dawlance DF 400 Commercial White Single Door Deep Freezer
19084,simple,91997- Signature,Dawlance 91997 Signature Inverter Champagne Twin Door Deep Freezer
19088,simple,91998-Signature-Inverter-Grey,Dawlance 91998 Signature Inverter Grey Twin Door Freezer
19096,simple,91998-Signature,Dawlance 91998 Signature LVS Champagne Twin Door Deep Freezer
19102,simple,CF-91997-LVS-Twin,Dawlance CONVERTIBLE CF-91997 LVS Twin Door Deep Freezer
19121,simple,400-EDS,Dawlance 400-EDS Chest Deep Freezer
19135,simple,300-W-Inverter,Dawlance 10 Cubic Ft Single Door Non Inverter DF-300W Deep Freezer
19141,simple,DF-200P-D,Dawlance DF-200P D Solar (ARC-P1 White) Deep Freezer
19147,simple,DF-200-SD,Dawlance DF-200 SD Inverter White Deep Freezer
19153,simple,HSU-13LF,Haier 1 Ton HSU-13LF Inverter Air Conditioner
19160,simple,200P-W-Chest,Dawlance DF-200P STUCCO PCM Chest Deep Freezer
19171,simple,400-P,Dawlance 400P Chest Deep Freezer
19172,simple,Cool-Breeze,PEL 1 Ton Cool Breeze Inverter Cool Only Air Conditioner
19184,simple,300P-W,DAWLANCE DF-300P STUCCO PCM NON INVERTER CHEST DEEP FREEZER
19200,simple,200-Energy-Saver,Dawlance DF-200 Energy Saver Glass Door Chest Deep Freezer (Champagne)
19207,simple,HDF-385IG,Haier HDF-385IG Inverter Grey Twin Cabinet Chest Deep Freezer
19212,simple,HDF-405IG,Haier HDF-405IG Inverter Grey Chest Deep Freezer
19225,simple,KES-1867S,KENWOOD 1.5 TON KES-1867S ECOMFORT PRO INVERTER AIR CONDITIONER
19231,simple,MEGA T+10,DAWLANCE 0.75 TON MEGA T+10 DC INVERTER AIR CONDITIONER
19236,simple,HSU-10LF,Haier 0.75 Ton HSU-10LF Flexis Inverter Air Conditioner
19239,simple,15-Infinity-Pro,Dawlance 1 Ton Infinity Pro 15 Non-Inverter Cool Only Split Air Conditioner
19244,simple,ECM-3500-PLUS,SUPERASIA ECM-3500 PLUS DC SMART COOL AIR COOLER
19248,simple,ECM-4600,SUPERASIA ECM-4600 AUTO AC/DC INVERTER EASY COOL AIR COOLER
19254,simple,WF-1304,WestPoint WF-1304 Deluxe Evaporative Room Air Cooler
19258,simple,HDF-175IG 175L,Haier HDF-175IG 175L Inverter Chest Deep Freezer
19259,simple,ECM-6500-PLUS,SUPERASIA ECM-6500 PLUS FAST COOL AIR COOLER
19265,simple,Haier HDF-385INV,Haier HDF-385INV 385L Inverter Twin Cabinet Chest Deep Freezer
19271,simple,ECM-6500-IB,Boss ECM-6500-IB Ice Box Air Cooler
19282,simple,GF-6600,GFC Room GF-6600 Deluxe AC/DC Inverter Room Air Cooler
19289,simple,GF-6700,GFC GF-6700 AC Touch Inverter Room Air Cooler
19291,simple,Haier HDF-285INV,Haier 285L Inverter Chest Freezer HDF-285INV Double Door Deep Freezer
19301,simple,RAC-4700,Royal RAC-4700 Room Air Cooler
19308,simple,RAC-4700-AC-Inverter,Royal RAC-4700 AC Inverter Room Air Cooler
19315,simple,HRF-438-IFGA,Haier HRF-438 IFGA 16 Cu Ft Green Glass Door Digital Inverter Refrigerator
19435,simple,KES-1272S,Kenwood 1 Ton E-Smart Pura KES-1272S Inverter Heat & Cool Air Conditioner
19442,simple,Frost-Pro-X-30,Dawlance 1.5 Ton Frost Pro X 30 DC Inverter Cool Only Split Air Conditioner
19443,simple,KEL-1871S,Kenwood 1.5 Ton E-Luxury Plus KEL-1871S Inverter Heat & Cool Air Conditioner
19451,simple,KEL-1270S,Kenwood 1 Ton E-Luxury Pro KEL-1270S Inverter Air Conditioner
19462,simple,TAC-12SVN-AI-11,TCL 1 TON SAVE IN SERIES TAC-12SVN-AI-11 DC INVERTER ARI CONDITIONER
19469,simple,PINV-12K-Turbo-Ultimate-T3,PEL 1 Ton PINV 12K Turbo Ultimate T3 (H&C) Inverter Air Conditioner
19474,simple,On-FIT-White-Inverter,PEL 1.5 Ton On FIT White Inverter (H&C) Air Conditioner
19479,simple,PINV-18K-JUMBO-DC-Prime,PEL 1.5 Ton PINV-18K JUMBO DC Prime Wifi T3 Inerter (H&C) Air Conditioner
19484,simple,PINV-18K-Aero-Extend,PEL 1.5 Ton PINV-18K Aero Extend Inverter (H&C) Air Conditioner
19489,simple,PINV-12K-Jumbo-Prime+T3,PEL 1 Ton PINV-12K Jumbo Prime+ T3 (Wifi) Inverter Split Air Conditioner
19490,simple,SaveIN AI-21-AC-R32,TCL 1.5 Ton SaveIN AI-21 AC R32 Inverter Air Conditioner
19494,simple,SaveIN AI-41,TCL 1.5 Ton SaveIN AI-41 Black Design R32 Inverter Air Conditioner
19500,simple,SaveIN-EX-31W,TCL 1.5 Ton SaveIN-EX-31W Inverter R32 Air Conditioner
19513,simple,Elite-HEA-TAC-24HEA,TCL 2 TON Elite-HEA TAC-24HEA INVERTER AIR CONDITIONER
19518,simple,PAC-24K-Majestic,PEL 2 Ton PAC-24K Majestic 4D T3 Air Conditioner
19524,simple,GS-18PITH14S,Gree 1.5 Ton Pular Series GS-18PITH14S Inverter Heat & Cool Air Conditioner
19536,simple,12K-PINV-Fit-Graphite,PEL 1 Ton 12K PINV Fit Graphite (H&C) Inverter Air Conditioner
19542,simple,MSCB1DU-24HRFN8-QRD1GW,Midea 2 Ton MSCB1DU-24HRFN8-QRD1GW Breezeless E Series DC Inverter R32 T3 Air Conditioner
19558,simple,18K-ATOM-W,PEL 1.5 TON ATOM 18K ATOM-W INVERTER AIR CONDITIONER
19563,simple,1.0-Ton-Cruise-Plus,Dawlance 1 Ton Cruise Plus DC Inverter Heat & Cool Split Air Conditioner
19566,simple,1.5-Ton-Chillex,Dawlance 1.5 Ton Chillex DC Inverter Heat & Cool Split Air Conditioner
19569,simple,1.5-Ton-EnerCon-X-T3,Dawlance 1.5 Ton EnerCon X 30 T3 DC Inverter Heat & Cool Split Air Conditioner
19578,simple,1-Ton-Chillex,Dawlance 1 Ton Chillex DC Inverter Heat & Cool Split Air Conditioner
19580,simple,HSU-13HFS/W/G-T3,Haier 1 Ton HSU-13HFS/W/G-T3 Pro Inverter Heat & Cool Split Air Conditioner
19581,simple,PEL-24K-Supreme,PEL 2 Ton 24K Supreme Inverter Floor Standing  Air Conditioner
19591,simple,PEL-24K-Bold,PEL 2 Ton 24K Bold+ Inverter Floor Standing Cabinet Air Conditioner
19593,simple,1.5-Ton-Cruise-Plus,Dawlance 1.5 Ton Cruise Plus DC Inverter Heat & Cool Split Air Conditioner
19597,simple,HSU-19HFC,Haier 1.5 Ton HSU-19HFC Triple Inverter Heat & Cool Split Air Conditioner
19607,simple,30-Infinity-Pro,Dawlance 1.5 Ton Infinity Pro 30 Non-Inverter Cool Only Split Air Conditioner
19611,simple,HSU-19-HFAB-T3-Pro,Haier 1.5 Ton HSU-19 HFAB T3 Pro Inverter Air Conditioner (Grey)
19619,simple,HSU-18HFTCD-T3,Haier 1.5 Ton HSU-18HFTCD T3 Inverter Air Conditioner
