ID,Type,SKU,Name
13206,simple,20 Gallon-(10x10),Hotline 20 Gallon Water Heater Geyser (10x10) – Electric + Gas Compact Geyser | Hotline Geyser | Gas + Electric Geyser | Geyser
13210,simple,20 Gallon-(14x14),Hotline 20 Gallon Water Heater Geyser (14x14) – Electric + Gas Efficient Home Geyser | Hotline Geyser | Gas + Electric Geyser | Geyser
13214,simple,15 Gallon-(14x14),Hotline 15 Gallon Water Heater Geyser (14x14) – Electric + Gas Compact Home Geyser | Hotline Geyser | Gas + Electric Geyser | Geyser
13220,simple,20 Gallon-(10x14),Hotline 20 Gallon Water Heater Geyser (10x14) – Electric + Gas Efficient Home Geyser | Hotline Geyser | Gas + Electric Geyser | Geyser
13227,simple,15 Gallon-(10x10),Hotline 15 Gallon Water Heater Geyser (10x10) – Electric + Gas Compact Home Geyser | Hotline Geyser | Gas + Electric Geyser | Geyser
13231,simple,D100-20FN,Midea 100 Liters Fast Electric Storage Geyser D100-20FN – High-Capacity Water Heater | Energy Efficient Electric Geyser | Electric Geyser
13237,simple,D50-20FN,Midea 50 Liters Fast Electric Storage Geyser D50-20FN – Compact High-Efficiency Water Heater | Electric Geyser
13243,simple,D30-20FN,Midea 30 Liters Fast Electric Storage Geyser D30-20FN – Compact High-Efficiency Water Heater | Electric Geyser
13254,simple,K.E-SIE-15CL,Boss K.E SIE 15CL Supreme Electric Water Heater – Compact High-Performance Geyser | Energy Efficient Electric Geyser | Electric Geyser
13256,simple,K.E-SIE-25CL,Boss K.E SIE 25CL Supreme Steel Electric Geyser – 25L High-Performance Water Heater | Energy Efficient Electric Geyser | Electric Geyser
13263,simple,K.E-SIE-30CL,Boss K.E SIE 30CL SS Elite ELCB Electric Geyser – 30L High-Capacity Stainless Steel Water Heater | Energy Efficient Electric Geyser | Electric Geyser
13270,simple,20-GL,Hanco 20-GL 20 Gallon Hybrid Electric + Gas Storage Geyser (14x16)
13277,simple,EWT-50,Canon Electric Geyser | EWT-50 Water Heater | 50L Electric Geyser | Fast Heating Geyser | Rust-Proof Water Heater | Energy Efficient Electric Geyser | Canon Water Heater
13283,simple,710,Hanco 710 7 Litre Instant Water Heater – Dual Ignition Gas Geyser
13294,simple,FFE-15,Beetro Electric Geyser | FFE-15 Water Heater | 15L Electric Geyser | Fast Heating Geyser | Energy Efficient Water Heater | Quick Heating Electric Geyser | Beetro Water Heater Pakistan
13298,simple,30-GL,Hanco 30-GL 30 Gallon Hybrid Electric + Gas Storage Geyser (14×16)
13304,simple,WF-271,WestPoint WF-271 188 mm Electric Hot Plate
13354,simple,7G2,Hanco 7G2 – 7 Liters Instant Gas Water Heater | Dual Ignition | Imported | LPG / NG
13355,simple,WF-292,WestPoint WF-292 2000 Watts Professional Electric Hot Plate
13388,simple,30-GL 10×10,Hanco 30-GL – 30 Gallon Hybrid Electric + Gas Storage Geyser | 10×10 Heavy Duty Tank
13392,simple,WF-291,WestPoint WF-291 2000 Watts Electric Hot Plate
13395,simple,20-GL 10×10,Hanco 20-GL – 20 Gallon Hybrid Electric + Gas Storage Geyser | 10×10 Heavy Duty Tank
13404,simple,1010-B–10 Ltr,Hanco 1010-B – 10 Liters Instant Gas Water Heater | Dual Ignition | Imported | LPG / NG
13405,simple,WF-262,WestPoint WF-262 2500 Watts Double Electric Hot Plate
13411,simple,7G3 -7-ltr,Hanco 7G3 – 7 Liters Instant Gas Water Heater | Dual Ignition | Imported | LPG / NG
13423,simple,80L-Smart-Electric-Geyser,Hanco – Semi Instant Electric Water Heater | 80 Litres Smart Electric Geyser
13433,simple,KE-SIE-10-CL,Boss KE-SIE-10 CL Supreme Steel Electric Water Heater – 10 Liter | Energy Efficient Electric Geyser | Electric Geyser
13436,simple,Smart-Electric-Geyser-50L,Hanco – Semi Instant Electric Water Heater | 50 Litres Smart Electric Geyser
13440,simple,40L semi instant,Hanco – Semi Instant Electric Water Heater Solar Compatible | 40 Litres Smart Electric Geyser
13445,simple,60L Electric Water Heater,Hanco – Semi Instant Electric Water Heater | 60 Litres Smart Electric Geyser
13450,simple,DWHP-3021-B,Dawlance DWHP-3021 B Electric Hot Plate – Energy Efficient Hot Plate | Double Burner Cooking Plate
13454,simple,DWHP-3021-W,Dawlance DWHP-3021 W Electric Hot Plate – Energy Efficient Hot Plate | Double Burner Cooking Plate
